mode,class_id,coarse_class_id,filename,path,size,extension,img_path,size_x,size_y,channels,color_mode
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_012.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_012.jpg,21817,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_012.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_013.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_013.jpg,21296,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_013.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_014.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_014.jpg,16980,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_014.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_015.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_015.jpg,21748,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_015.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_016.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_016.jpg,22792,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_016.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_017.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_017.jpg,20519,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_017.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_018.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_018.jpg,20011,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_018.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_019.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_019.jpg,16668,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_019.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_020.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_020.jpg,14940,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_020.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_021.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_021.jpg,18292,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_021.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_022.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_022.jpg,17348,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_022.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_023.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_023.jpg,18481,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_023.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_024.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_024.jpg,17781,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_024.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_025.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_025.jpg,18010,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_025.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_026.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_026.jpg,20697,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_026.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_027.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_027.jpg,23437,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_027.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_028.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_028.jpg,18013,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_028.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_029.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_029.jpg,23380,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_029.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_030.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_030.jpg,22685,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_030.jpg,348,464,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_031.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_031.jpg,18572,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_031.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_032.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_032.jpg,22546,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_032.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_033.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_033.jpg,24157,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_033.jpg,348,464,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_034.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_034.jpg,23209,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_034.jpg,348,464,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_035.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_035.jpg,19175,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_035.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_036.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_036.jpg,22062,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_036.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_037.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_037.jpg,22241,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_037.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_038.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_038.jpg,19615,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_038.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_039.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_039.jpg,22375,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_039.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_040.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_040.jpg,19611,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_040.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_041.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_041.jpg,19744,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_041.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_042.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_042.jpg,19999,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_042.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_043.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_043.jpg,17886,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_043.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_044.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_044.jpg,20756,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_044.jpg,348,348,3,RGB
train,0,0,train/Fruit/Apple/Golden-Delicious/Golden-Delicious_045.jpg,dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_045.jpg,13844,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Golden-Delicious/Golden-Delicious_045.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_001.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_001.jpg,25063,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_001.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_002.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_002.jpg,21245,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_002.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_003.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_003.jpg,21142,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_003.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_004.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_004.jpg,19341,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_004.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_005.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_005.jpg,23936,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_005.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_006.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_006.jpg,21426,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_006.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_007.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_007.jpg,30528,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_007.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_008.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_008.jpg,20982,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_008.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_009.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_009.jpg,34113,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_009.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_010.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_010.jpg,20529,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_010.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_011.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_011.jpg,26155,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_011.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_012.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_012.jpg,27202,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_012.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_013.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_013.jpg,22645,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_013.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_014.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_014.jpg,17416,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_014.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_015.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_015.jpg,12673,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_015.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_016.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_016.jpg,23913,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_016.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_017.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_017.jpg,11575,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_017.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_018.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_018.jpg,19468,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_018.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_019.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_019.jpg,26917,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_019.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_020.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_020.jpg,18803,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_020.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_021.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_021.jpg,15386,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_021.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_022.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_022.jpg,20288,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_022.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_023.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_023.jpg,20303,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_023.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_024.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_024.jpg,19303,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_024.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_025.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_025.jpg,19343,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_025.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_026.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_026.jpg,23932,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_026.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_027.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_027.jpg,21712,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_027.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_028.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_028.jpg,20008,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_028.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_029.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_029.jpg,24238,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_029.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_030.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_030.jpg,21214,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_030.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_031.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_031.jpg,33889,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_031.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_032.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_032.jpg,19928,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_032.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_033.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_033.jpg,16944,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_033.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_034.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_034.jpg,24581,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_034.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_035.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_035.jpg,25037,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_035.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_036.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_036.jpg,24219,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_036.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_037.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_037.jpg,20607,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_037.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_038.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_038.jpg,24234,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_038.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_039.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_039.jpg,20450,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_039.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_040.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_040.jpg,15790,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_040.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_041.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_041.jpg,19289,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_041.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_042.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_042.jpg,32654,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_042.jpg,348,464,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_043.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_043.jpg,22709,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_043.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_044.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_044.jpg,23990,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_044.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_045.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_045.jpg,19752,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_045.jpg,348,348,3,RGB
train,1,0,train/Fruit/Apple/Granny-Smith/Granny-Smith_046.jpg,dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_046.jpg,19941,jpg,/sf/src/taller2/GroceryStoreDataset/dataset/train/Fruit/Apple/Granny-Smith/Granny-Smith_046.jpg,348,348,3,RGB
